Date,Open,High,Low,Close,Adj Close,Volume
2022-12-02,13.482586,13.773052,13.377079,13.715640,13.715640,245049936
2022-12-03,13.716783,13.730709,13.278402,13.302458,13.302458,161314094
2022-12-04,13.301778,13.724018,13.299368,13.718219,13.718219,141802483
2022-12-05,13.716101,14.135320,13.630226,13.831113,13.831113,335440747
2022-12-06,13.830925,14.322913,13.828653,14.288855,14.288855,279979830
2022-12-07,14.292367,14.310630,13.497425,13.519653,13.519653,223134812
2022-12-08,13.519829,13.753017,13.310491,13.689222,13.689222,195918913
2022-12-09,13.689074,13.979892,13.536896,13.580188,13.580188,211833041
2022-12-10,13.581316,13.695787,13.568408,13.576996,13.576996,109293691
2022-12-11,13.576214,13.778305,13.413360,13.427810,13.427810,117436002
2022-12-12,13.426751,13.458085,12.951157,13.318544,13.318544,205298705
2022-12-13,13.318247,14.057650,12.828972,13.833986,13.833986,315949878
2022-12-14,13.836178,14.887667,13.831062,14.140526,14.140526,441479811
2022-12-15,14.140318,14.467164,13.909064,14.021511,14.021511,272679087
2022-12-16,14.021939,14.145012,12.147680,12.266606,12.266606,358747840
2022-12-17,12.265799,12.511941,11.987808,12.504404,12.504404,222801055
2022-12-18,12.504684,12.568932,12.312158,12.413120,12.413120,110722042
2022-12-19,12.415850,12.566923,11.737710,11.932655,11.932655,206060595
2022-12-20,11.934521,12.436450,11.875389,12.280515,12.280515,177388342
2022-12-21,12.279061,12.279061,11.929597,12.128985,12.128985,167974882
2022-12-22,12.129865,12.168594,11.720109,11.794829,11.794829,181200151
2022-12-23,11.794523,12.084676,11.755585,11.786166,11.786166,157181374
2022-12-24,11.786255,11.786255,11.239624,11.444276,11.444276,202780776
2022-12-25,11.444534,11.534026,11.274830,11.387903,11.387903,105389060
2022-12-26,11.387690,11.453410,11.138464,11.306611,11.306611,132410401
2022-12-27,11.309179,11.390708,10.766210,11.085430,11.085430,223332961
2022-12-28,11.084863,11.098109,9.522949,9.755906,9.755906,468728777
2022-12-29,9.755775,9.827129,8.141268,9.651783,9.651783,772500177
2022-12-30,9.651915,10.021772,9.062715,9.880177,9.880177,837030648
2022-12-31,9.881005,10.151167,9.692624,9.961039,9.961039,285758573
2023-01-01,9.961036,10.052801,9.721011,9.982173,9.982173,194221164
2023-01-02,9.983222,11.372013,9.845211,11.272967,11.272967,558570124
2023-01-03,11.274727,13.500268,11.053267,13.344046,13.344046,1149255381
2023-01-04,13.351509,14.095340,12.922946,13.435113,13.435113,1142852070
2023-01-05,13.434939,13.769200,12.990192,13.419330,13.419330,564255825
2023-01-06,13.420552,13.541294,12.771324,13.525842,13.525842,517147909
2023-01-07,13.526757,13.526757,13.055073,13.092268,13.092268,210349250
2023-01-08,13.091505,14.333257,12.924286,14.319933,14.319933,535020165
2023-01-09,14.325533,17.361557,14.325533,16.302464,16.302464,2029272608
2023-01-10,16.296198,16.640087,15.711213,16.196724,16.196724,833408341
2023-01-11,16.196577,16.446589,15.368487,16.359415,16.359415,630606082
2023-01-12,16.789261,16.808434,15.744722,16.619043,16.619043,884719784
2023-01-13,16.618727,18.514465,16.381359,18.288445,18.288445,1037251176
2023-01-14,18.287506,24.565018,18.266825,24.249458,24.249458,3399684035
2023-01-15,24.259123,24.651987,22.116848,22.873306,22.873306,1661787281
2023-01-16,22.875086,24.752789,22.585596,23.577564,23.577564,1596086615
2023-01-17,23.580601,23.802801,22.882893,22.884064,22.884064,926501252
2023-01-18,22.886484,23.482634,20.693499,20.850634,20.850634,1427677518
2023-01-19,20.850828,21.765444,20.528950,21.426765,21.426765,799641392
2023-01-20,21.426407,25.678333,21.004543,25.548271,25.548271,1419157455
2023-01-21,25.551525,26.410500,24.614994,24.627838,24.627838,1948796870
2023-01-22,24.624043,25.389250,23.756323,24.232790,24.232790,1029738787
2023-01-23,24.231546,24.885983,23.973736,24.357807,24.357807,874649827
2023-01-24,24.352102,25.167665,22.647783,22.795673,22.795673,837211317
2023-01-25,22.796204,25.216593,22.397007,24.571445,24.571445,1166026842
2023-01-26,24.561398,25.120348,23.953539,24.350697,24.350697,809826004
2023-01-27,24.350981,24.861765,23.498766,24.407858,24.407858,682926581
2023-01-28,24.410603,25.017385,23.841827,23.981802,23.981802,489857934
2023-01-29,23.980787,26.652805,23.827845,26.132387,26.132387,1131621628
2023-01-30,26.135302,26.249315,23.489176,23.946321,23.946321,1084170329
2023-01-31,23.949322,24.341288,23.592249,23.952547,23.952547,617019880
2023-02-01,23.948515,25.126236,22.643122,24.993359,24.993359,984317489
2023-02-02,24.988787,26.037151,24.254307,24.265059,24.265059,1017290364
2023-02-03,24.260811,25.003572,24.118975,24.680897,24.680897,643813200
2023-02-04,24.679983,24.892578,24.317745,24.317745,24.317745,321758043
2023-02-05,24.319521,24.425667,23.116827,23.493439,23.493439,578466008
2023-02-06,23.493685,23.687357,22.603905,22.706388,22.706388,449884793
2023-02-07,22.697823,23.899799,22.607054,23.861357,23.861357,625438600
2023-02-08,23.860729,24.148073,22.881855,23.192671,23.192671,534148944
2023-02-09,23.198092,23.279087,20.203577,20.452127,20.452127,797436250
2023-02-10,20.453590,21.117727,19.843344,20.130110,20.130110,654189930
2023-02-11,20.128391,20.860680,20.119469,20.830095,20.830095,267159267
2023-02-12,20.828875,22.260618,20.646626,21.489979,21.489979,532943787
2023-02-13,21.486788,21.529655,19.870745,20.790100,20.790100,693292656
2023-02-14,20.781595,22.245665,20.711224,21.824953,21.824953,865868623
2023-02-15,21.824722,23.901154,21.502102,23.883902,23.883902,747616299
2023-02-16,23.884190,24.030554,22.264261,22.285952,22.285952,885086333
2023-02-17,22.282129,23.493309,22.153913,23.166758,23.166758,580803415
2023-02-18,23.167397,23.757635,22.967705,23.478592,23.478592,370892073
2023-02-19,23.476208,25.520731,23.268293,24.840752,24.840752,993875671
2023-02-20,24.846375,26.925581,24.342072,26.181387,26.181387,1459545676
2023-02-21,26.182732,26.424297,24.673828,24.948559,24.948559,925847245
2023-02-22,24.949751,25.135201,23.377934,24.181349,24.181349,892548647
2023-02-23,24.182421,24.635834,23.683668,23.900801,23.900801,579213279
2023-02-24,23.899637,24.056330,22.636557,23.053036,23.053036,612377428
2023-02-25,23.058849,23.273439,21.641863,22.523399,22.523399,547286025
2023-02-26,22.523857,23.484447,22.324240,23.256088,23.256088,370371591
2023-02-27,23.255739,23.367462,22.400766,22.692589,22.692589,475987023
2023-02-28,22.690985,22.725033,21.825813,21.916388,21.916388,351065863
2023-03-01,21.912136,22.795338,21.738678,22.506432,22.506432,346532018
2023-03-02,22.505314,22.575216,21.732510,21.984879,21.984879,322545445
2023-03-03,21.986517,22.001711,20.541079,21.399353,21.399353,489228523
2023-03-04,21.400026,21.536839,20.374146,20.966839,20.966839,249364880
2023-03-05,20.966393,21.616997,20.895563,20.978584,20.978584,278729462
2023-03-06,20.978413,21.098866,20.522215,20.635012,20.635012,318022843
2023-03-07,20.634691,20.886848,19.820597,20.244732,20.244732,394901279
2023-03-08,20.243931,20.332367,18.286304,18.421194,18.421194,620543521
2023-03-09,18.424707,18.689047,16.943132,17.308147,17.308147,754162560
2023-03-10,17.312250,18.323397,16.117346,18.243643,18.243643,944032048
2023-03-11,18.243105,18.848188,17.171354,18.225843,18.225843,696894876
2023-03-12,18.224798,20.392891,17.942476,20.310532,20.310532,666940879
2023-03-13,20.310793,21.340412,18.964472,20.433712,20.433712,1161164364
2023-03-14,20.434708,22.106672,19.914528,20.928034,20.928034,1130224251
2023-03-15,20.935295,21.488909,18.830359,19.290981,19.290981,816614774
2023-03-16,19.299496,19.883511,19.036310,19.730543,19.730543,438673097
2023-03-17,19.730066,21.676241,19.499819,21.629103,21.629103,623518286
2023-03-18,21.632441,22.861988,21.141870,21.195902,21.195902,789771840
2023-03-19,21.198290,22.453812,21.198290,21.903402,21.903402,475166077
2023-03-20,21.904612,23.831194,21.585560,22.176464,22.176464,1147250538
2023-03-21,22.177589,23.223715,21.639103,22.618267,22.618267,745081556
2023-03-22,22.614277,23.067322,21.149651,21.480486,21.480486,851680842
2023-03-23,21.475513,22.700598,21.216276,22.216778,22.216778,555730954
2023-03-24,22.214151,22.258434,20.355827,20.678856,20.678856,547225198
2023-03-25,20.677746,20.952482,20.184853,20.446646,20.446646,272949711
2023-03-26,20.444178,21.129982,20.345690,20.975519,20.975519,226663968
2023-03-27,20.976086,20.979824,19.508055,19.921675,19.921675,359607077
2023-03-28,19.922195,20.764208,19.665567,20.470697,20.470697,347656506
2023-03-29,20.465441,21.505144,20.458122,21.111467,21.111467,378726667
2023-03-30,21.113840,21.590513,20.232969,20.551046,20.551046,472449267
2023-03-31,20.552515,21.441999,20.155243,21.170496,21.170496,352864960
2023-04-01,21.171352,21.313889,20.858906,20.975641,20.975641,209186327
2023-04-02,21.087992,21.286085,20.315701,20.536976,20.536976,229561591
2023-04-03,20.536037,20.934097,20.024902,20.443050,20.443050,437266506
2023-04-04,20.442650,21.236378,20.352720,20.924620,20.924620,305630170
2023-04-05,20.924538,21.319178,20.670977,20.966007,20.966007,324885702
2023-04-06,20.969713,20.970621,20.506414,20.610128,20.610128,222557225
2023-04-07,20.611345,20.771725,20.267675,20.469940,20.469940,171660856
2023-04-08,20.466675,20.713236,19.947697,20.036449,20.036449,194413927
2023-04-09,20.038370,20.420706,19.964378,20.299465,20.299465,152580905
2023-04-10,20.300236,20.936527,20.115707,20.882357,20.882357,224169192
2023-04-11,20.883928,23.635956,20.860193,23.018827,23.018827,1083533914
2023-04-12,23.018801,24.344652,22.423229,23.985306,23.985306,1204250258
2023-04-13,23.810883,25.242456,23.704796,24.432308,24.432308,792335438
2023-04-14,24.435778,25.461393,23.817448,24.772722,24.772722,859037933
2023-04-15,24.774611,24.774611,23.872028,24.079378,24.079378,379745930
2023-04-16,24.079786,25.454144,23.947815,25.361927,25.361927,466841333
2023-04-17,25.362480,25.938335,24.406898,24.558846,24.558846,789077237
2023-04-18,24.564686,25.423292,24.102089,24.852690,24.852690,487693856
2023-04-19,24.850410,24.939508,22.266665,22.712835,22.712835,836873906
2023-04-20,22.704620,23.120537,21.664963,22.181440,22.181440,658826580
2023-04-21,22.183802,22.376490,21.133299,21.278135,21.278135,489546774
2023-04-22,21.277473,21.948162,21.108492,21.816288,21.816288,246809009
2023-04-23,21.816427,22.217382,21.067719,21.480139,21.480139,314447869
2023-04-24,21.479460,21.950172,21.078793,21.391069,21.391069,358681450
2023-04-25,21.389921,21.937141,20.783756,21.927254,21.927254,367752382
2023-04-26,21.927477,22.921377,20.574015,21.283012,21.283012,690088236
2023-04-27,21.284691,22.483582,21.226152,22.340115,22.340115,509745191
2023-04-28,22.339731,23.460052,22.210754,23.366287,23.366287,511781472
2023-04-29,23.366915,23.750763,22.987078,23.182997,23.182997,369964075
2023-04-30,23.183659,23.929724,22.832014,22.832014,22.832014,368042267
2023-05-01,22.828505,22.878492,21.640711,21.986633,21.986633,438350469
2023-05-02,21.986553,22.373878,21.772896,22.264978,22.264978,296722866
2023-05-03,22.265135,22.267185,21.282700,22.218002,22.218002,445797367
2023-05-04,22.218752,22.441139,21.651815,21.730349,21.730349,291826693
2023-05-05,21.730816,23.029722,21.706457,22.826111,22.826111,423211212
2023-05-06,22.828093,23.222301,21.729971,21.974262,21.974262,351934449
2023-05-07,21.971926,22.738605,21.808727,21.844229,21.844229,303626005
2023-05-08,21.807779,21.807779,20.260630,20.657463,20.657463,553548056
2023-05-09,20.658003,20.964788,20.459637,20.683645,20.683645,272780907
2023-05-10,20.682779,21.295010,20.165688,20.953711,20.953711,490700208
2023-05-11,20.955500,20.955500,19.855696,20.234880,20.234880,376535594
2023-05-12,20.232479,20.929598,19.864313,20.911795,20.911795,362726295
2023-05-13,20.915911,21.247978,20.821968,20.868761,20.868761,224618367
2023-05-14,20.868267,21.243988,20.666637,20.953398,20.953398,184522451
2023-05-15,20.953228,21.485640,20.647810,21.007189,21.007189,307353987
2023-05-16,21.008013,21.120253,20.475380,20.679420,20.679420,279283146
2023-05-17,20.679012,21.170769,20.500479,21.068399,21.068399,279742763
2023-05-18,21.068193,21.068193,20.168507,20.348696,20.348696,293327002
2023-05-19,20.348099,20.558100,20.312674,20.349871,20.349871,149073606
2023-05-20,20.350309,20.361488,20.146999,20.285446,20.285446,121021517
2023-05-21,20.285702,20.383839,19.508217,19.609438,19.609438,210641913
2023-05-22,19.612019,19.981628,19.383373,19.542046,19.542046,216922971
2023-05-23,19.542263,20.152935,19.451260,20.043182,20.043182,258761187
2023-05-24,20.044350,20.062014,18.914326,19.223663,19.223663,297840141
2023-05-25,19.222572,19.525496,18.892263,19.260662,19.260662,194537149
2023-05-26,19.260941,19.541164,19.120453,19.366957,19.366957,140228468
2023-05-27,19.366158,20.499245,19.350170,20.425234,20.425234,179682882
2023-05-28,20.426081,21.150990,20.336889,20.798578,20.798578,291460886
2023-05-29,20.800047,20.970686,20.297682,20.586510,20.586510,228295637
2023-05-30,20.587137,21.381718,20.519501,21.254084,21.254084,367512387
2023-05-31,21.255285,21.318878,20.468752,20.824503,20.824503,246152341
2023-06-01,20.824892,20.972609,20.464470,20.502218,20.502218,209047110
2023-06-02,20.502729,21.356140,20.383593,21.257595,21.257595,237609887
2023-06-03,21.258623,21.335468,21.017078,21.155565,21.155565,144933830
2023-06-04,21.157410,22.284592,21.061323,21.818975,21.818975,317802167
2023-06-05,21.821796,22.042025,19.423832,20.075060,20.075060,594214946
2023-06-06,20.062506,20.683781,19.320532,20.398483,20.398483,441408235
2023-06-07,20.399315,20.486584,18.549921,18.634283,18.634283,390444801
2023-06-08,18.635647,19.077765,18.294737,18.909475,18.909475,258460307
2023-06-09,18.908403,19.299477,17.161293,17.379700,17.379700,463344687
2023-06-10,17.381353,17.392958,13.379449,15.656101,15.656101,1230339924
2023-06-11,15.654450,16.115692,15.198493,15.558776,15.558776,446176848
2023-06-12,15.557232,15.606237,14.817190,15.196708,15.196708,384209938
2023-06-13,15.196287,15.873086,14.816585,15.018193,15.018193,363876713
2023-06-14,15.018190,15.305150,14.195953,14.486572,14.486572,296502336
2023-06-15,14.486286,15.010393,14.214148,14.759473,14.759473,329864409
2023-06-16,14.760416,15.399172,14.469567,15.308254,15.308254,232544705
2023-06-17,15.308581,16.065783,15.185427,15.650521,15.650521,206436912
2023-06-18,15.649475,15.812691,15.361244,15.438235,15.438235,141612316
2023-06-19,15.438766,16.075371,15.414377,16.073042,16.073042,163949883
2023-06-20,16.078037,16.665106,15.759371,16.635231,16.635231,265787114
2023-06-21,16.635487,17.379574,16.583469,17.257046,17.257046,357788986
2023-06-22,17.257149,17.698505,16.610346,16.642620,16.642620,299233520
2023-06-23,16.642969,17.510693,16.236748,17.149534,17.149534,386994632
2023-06-24,17.149275,17.517597,16.463318,16.652863,16.652863,260480952
2023-06-25,16.651472,17.340685,16.607138,16.971380,16.971380,252839095
2023-06-26,16.969646,17.101677,16.020975,16.270027,16.270027,275948459
2023-06-27,16.269871,16.909897,16.178589,16.619650,16.619650,259041273
2023-06-28,16.621904,16.627329,15.747582,15.986843,15.986843,327399744
2023-06-29,15.985511,18.199755,15.906377,17.970457,17.970457,737633196
2023-06-30,17.971071,19.855125,17.314871,18.897322,18.897322,1120379648
2023-07-01,18.896065,18.971428,17.945799,18.683903,18.683903,349552752
2023-07-02,18.689669,19.704559,18.582005,19.453594,19.453594,497231250
2023-07-03,19.452414,19.613159,18.943146,19.240538,19.240538,324227812
2023-07-04,19.242031,19.876696,19.096739,19.143229,19.143229,345225951
2023-07-05,19.145613,19.355267,18.498629,18.992865,18.992865,260416081
2023-07-06,18.991993,20.922775,18.886261,19.729385,19.729385,903770571
2023-07-07,19.726110,21.601711,19.318932,21.484665,21.484665,988591308
2023-07-08,21.485252,22.403002,21.356882,21.859268,21.859268,693929963
2023-07-09,21.854956,22.322025,21.087578,21.349005,21.349005,405174806
2023-07-10,21.347788,21.777145,20.572586,21.313776,21.313776,543191863
2023-07-11,21.314722,22.285200,21.242493,22.092934,22.092934,453810523
2023-07-12,22.092424,22.712725,21.828255,21.977602,21.977602,541605988
2023-07-13,21.978460,26.624346,21.494825,26.025696,26.025696,1527996472
2023-07-14,26.020760,30.057695,25.434978,26.735718,26.735718,2184090884
2023-07-15,26.729034,29.057396,26.688868,27.391356,27.391356,1323279744
2023-07-16,27.395527,28.551088,26.897699,27.384083,27.384083,753056132
2023-07-17,27.385769,28.380919,25.895729,26.872766,26.872766,970813262
2023-07-18,26.869007,27.045597,24.824854,25.544504,25.544504,696782373
2023-07-19,25.550882,26.922089,25.418062,26.372353,26.372353,603189951
2023-07-20,26.368727,26.896439,25.169426,25.375168,25.375168,606255421
2023-07-21,25.375525,25.947922,25.142338,25.544268,25.544268,410907584
2023-07-22,25.543179,25.950357,24.306475,24.535053,24.535053,335432006
2023-07-23,24.532663,25.213612,24.250967,24.766815,24.766815,330741258
2023-07-24,24.765520,24.810638,23.069426,23.381491,23.381491,492344649
2023-07-25,23.383249,23.525883,22.864363,23.279322,23.279322,346742173
2023-07-26,23.279358,25.518347,23.207731,25.177053,25.177053,688135176
2023-07-27,25.178080,25.586376,24.720161,25.099337,25.099337,514211484
2023-07-28,25.098728,25.473248,24.577673,24.846857,24.846857,374045446
2023-07-29,24.843933,25.367044,24.780375,25.168974,25.168974,265061245
2023-07-30,25.169373,25.193293,23.845407,24.261019,24.261019,365262222
2023-07-31,24.261839,24.750183,23.658819,23.720957,23.720957,376948332
2023-08-01,23.724892,23.998753,23.087238,23.998753,23.998753,428254164
2023-08-02,23.993515,24.219627,22.984316,23.145721,23.145721,393185796
2023-08-03,23.144894,23.353016,22.540100,22.636049,22.636049,365983702
2023-08-04,22.632715,23.521782,22.522667,22.793619,22.793619,382245804
2023-08-05,22.793602,22.895529,22.327997,22.632204,22.632204,250613466
2023-08-06,22.632547,23.416100,22.596603,23.185696,23.185696,320595154
2023-08-07,23.185406,23.503939,22.487352,23.068756,23.068756,353804981
2023-08-08,23.069252,24.727625,23.021738,24.211763,24.211763,495649796
2023-08-09,24.211031,24.951586,24.194208,24.378527,24.378527,447009018
2023-08-10,24.378302,24.809500,24.150667,24.613052,24.613052,339616018
2023-08-11,24.610626,24.865314,24.359615,24.582861,24.582861,314045619
2023-08-12,24.585543,25.111952,24.405806,24.906731,24.906731,253389584
2023-08-13,24.905216,24.913160,24.236483,24.242886,24.242886,263449955
2023-08-14,24.242403,25.227118,24.095398,25.142822,25.142822,359715099
2023-08-15,25.147171,25.241121,23.761662,23.896585,23.896585,424193111
2023-08-16,23.900015,23.993120,22.487528,22.811975,22.811975,441171937
2023-08-17,22.811419,23.380619,20.304153,21.709974,21.709974,620931325
2023-08-18,21.712427,22.170013,21.089134,21.335493,21.335493,411279768
2023-08-19,21.335711,22.147785,21.315994,21.879038,21.879038,244048976
2023-08-20,21.879751,22.004704,21.630095,21.773275,21.773275,198853112
2023-08-21,21.773264,21.777426,20.683577,21.208260,21.208260,339125910
2023-08-22,21.207066,21.250513,19.735468,20.546541,20.546541,381594696
2023-08-23,20.547350,21.746029,20.451468,21.703625,21.703625,404686524
2023-08-24,21.707987,21.988443,20.751087,21.033031,21.033031,328472951
2023-08-25,21.035110,21.049627,20.153101,20.392719,20.392719,278312420
2023-08-26,20.392975,20.403776,20.217575,20.280424,20.280424,144065112
2023-08-27,20.280701,20.870127,20.262112,20.786839,20.786839,177496132
2023-08-28,20.786964,20.786964,20.168690,20.557100,20.557100,200600033
2023-08-29,20.556866,21.983257,20.128344,21.780764,21.780764,469679540
2023-08-30,21.782026,21.932714,20.641665,20.834904,20.834904,292322455
2023-08-31,20.833838,21.007214,19.549763,19.735092,19.735092,343649256
2023-09-01,19.734756,19.907936,19.092510,19.327845,19.327845,286842939
2023-09-02,19.328524,19.666084,19.188915,19.493744,19.493744,200858690
2023-09-03,19.494253,19.657276,19.280931,19.578747,19.578747,164570332
2023-09-04,19.577850,19.949865,19.242256,19.499409,19.499409,220024399
2023-09-05,19.500677,20.547443,19.094311,20.272385,20.272385,387328289
2023-09-06,20.272238,20.348989,19.215927,19.620029,19.620029,313630984
2023-09-07,19.621080,19.972979,19.367788,19.890499,19.890499,242438252
2023-09-08,19.893768,20.214828,19.421865,19.599045,19.599045,219114497
2023-09-09,19.600006,19.602888,19.404615,19.446072,19.446072,101925453
2023-09-10,19.446188,19.446188,17.870340,18.248831,18.248831,520683204
2023-09-11,18.246708,18.413116,17.461477,17.739166,17.739166,380225621
2023-09-12,17.738865,18.655071,17.606657,17.929827,17.929827,361388393
2023-09-13,17.930872,18.508787,17.739513,18.403000,18.403000,356729875
2023-09-14,18.403322,19.267307,18.403322,18.838306,18.838306,349380172
2023-09-15,18.839180,19.406582,18.590330,19.168844,19.168844,205202282
2023-09-16,19.169498,19.416815,18.917416,19.140369,19.140369,146477836
2023-09-17,19.139828,19.139828,18.712940,18.831629,18.831629,112594680
2023-09-18,18.832380,20.100101,18.651571,19.657246,19.657246,316245106
2023-09-19,19.657076,20.358543,19.614437,20.036188,20.036188,253895801
2023-09-20,20.036289,20.483040,19.853781,20.304937,20.304937,233206126
2023-09-21,20.304815,20.304815,19.373915,19.479071,19.479071,253809695
2023-09-22,19.478251,19.774113,19.221296,19.438145,19.438145,170874161
2023-09-23,19.438511,19.558161,19.313749,19.473904,19.473904,97379053
2023-09-24,19.473894,19.657696,19.308037,19.374290,19.374290,115380619
2023-09-25,19.374146,19.703440,19.217249,19.404140,19.404140,163848456
2023-09-26,19.402744,19.505365,18.941389,19.023287,19.023287,170201883
2023-09-27,19.022514,19.446526,18.774216,19.130022,19.130022,210385139
2023-09-28,19.129475,19.960865,19.110308,19.957617,19.957617,225954938
2023-09-29,19.959581,20.415977,19.875160,20.300655,20.300655,219571069
2023-09-30,20.299589,21.729971,20.124680,21.395147,21.395147,328987954
2023-10-01,21.392059,24.396019,21.170073,23.836487,23.836487,637123111
2023-10-02,23.837955,24.603424,22.976023,23.371700,23.371700,658084028
2023-10-03,23.369921,24.662073,23.296711,23.552694,23.552694,653491878
2023-10-04,23.556915,23.754377,22.692842,23.144787,23.144787,429268875
2023-10-05,23.146551,23.717648,22.628948,22.694141,22.694141,361288781
2023-10-06,22.692167,23.705091,22.692167,23.424454,23.424454,402665506
2023-10-07,23.423950,24.101723,23.117117,23.287302,23.287302,278403509
2023-10-08,23.289335,23.613707,23.144279,23.246426,23.246426,190670414
2023-10-09,23.244909,23.353512,21.814489,22.118397,22.118397,356967743
2023-10-10,22.117517,22.458488,21.738728,22.105116,22.105116,241087146
